Date,Open,Open,Open,Open
2018-01-02,6.139999866485596,10.0,2.8299999237060547,0.7091299891471863
2018-01-03,6.139999866485596,9.899999618530273,2.8299999237060547,0.703603982925415
2018-01-04,6.065000057220459,9.800000190734863,2.819999933242798,0.7091299891471863
2018-01-05,6.105000019073486,9.800000190734863,2.799999952316284,0.7100510001182556
2018-01-08,6.170000076293945,9.899999618530273,2.799999952316284,0.7146559953689575
2018-01-09,6.28000020980835,10.0,2.799999952316284,0.7459679841995239
2018-01-10,6.21999979019165,9.979999542236328,2.799999952316284,0.7579399943351746
2018-01-11,6.114999771118164,10.0,2.809999942779541,0.741362988948822
2018-01-12,6.15500020980835,10.0,2.819999933242798,0.7450469732284546
2018-01-15,6.15500020980835,10.0,2.8299999237060547,0.7533349990844727
2018-01-16,6.090000152587891,10.0,2.890000104904175,0.7772799730300903
2018-01-17,6.074999809265137,9.920000076293945,2.930000066757202,0.7961599826812744
2018-01-18,6.054999828338623,10.149999618530273,2.950000047683716,0.7851079702377319
2018-01-19,6.074999809265137,10.149999618530273,2.9200000762939453,0.7712939977645874
2018-01-22,6.119999885559082,10.199999809265137,2.9800000190734863,0.8090530037879944
2018-01-23,6.090000152587891,10.399999618530273,2.990000009536743,0.8104339838027954
2018-01-24,6.09499979019165,10.649999618530273,2.9700000286102295,0.792015016078949
2018-01-25,6.059999942779541,10.600000381469727,3.0899999141693115,0.7855690121650696
2018-01-26,6.079999923706055,10.75,3.1500000953674316,0.7828059792518616
2018-01-29,6.03000020980835,10.5,3.069999933242798,0.8007640242576599
2018-01-30,5.980000019073486,10.5,3.0799999237060547,0.7855690121650696
2018-01-31,5.855000019073486,10.25,3.0799999237060547,0.768992006778717
2018-02-01,5.755000114440918,10.5,3.0799999237060547,0.7565590143203735
2018-02-02,5.769999980926514,10.350000381469727,3.0399999618530273,0.7560979723930359
2018-02-05,5.925000190734863,10.199999809265137,3.0,0.7450469732284546
2018-02-06,5.675000190734863,10.100000381469727,2.9000000953674316,0.7326139807701111
2018-02-07,5.650000095367432,10.199999809265137,2.890000104904175,0.7358369827270508
2018-02-08,5.679999828338623,10.350000381469727,2.9100000858306885,0.7418239712715149
2018-02-09,5.559999942779541,10.300000190734863,2.9200000762939453,0.7146559953689575
2018-02-12,5.610000133514404,10.300000190734863,2.880000114440918,0.7201809883117676
2018-02-13,5.599999904632568,10.399999618530273,2.9100000858306885,0.7247859835624695
2018-02-14,5.605000019073486,10.300000190734863,2.880000114440918,0.7013019919395447
2018-02-15,5.644999980926514,10.300000190734863,3.059999942779541,0.6653850078582764
2018-02-16,5.605000019073486,10.399999618530273,3.0299999713897705,0.6676869988441467
2018-02-19,5.690000057220459,10.5,3.0399999618530273,0.6699900031089783
2018-02-20,5.769999980926514,10.5,2.9800000190734863,0.6667659878730774
2018-02-21,5.804999828338623,10.5,2.9600000381469727,0.6718310117721558
