,Returns,Risk,Sharpe Ratio,Ccola,Pepsi,Monster,Carlsberg
307,0.11867297892872858,0.16588111711686077,0.5948415385894401,0.15,0.29,0.41,0.15
308,0.12227714724500971,0.16784455943007381,0.609356344896122,0.24,0.34,0.14,0.29
309,0.11179362516702808,0.17615639034963904,0.5210916560269775,0.32,0.17,0.16,0.35
310,0.1299439809329414,0.17280612678695198,0.636227331618215,0.49,0.14,0.12,0.25
311,0.14487017189203333,0.17991834737586895,0.694038010649164,0.22,0.36,0.26,0.16
312,0.1318474593482021,0.1906542557728597,0.5866507353575896,0.04,0.31,0.31,0.34
313,0.12209073767990951,0.16678156204565991,0.6121224458370287,0.47,0.18,0.32,0.03
314,0.11612511618798683,0.16895335172651052,0.5689447128790154,0.29,0.26,0.19,0.25
315,0.12260952280509005,0.17546458255425768,0.5847876609136252,0.33,0.33,0.15,0.2
316,0.13323708651780922,0.1742206011169696,0.6499638147946878,0.0,0.15,0.02,0.83
317,0.15194778302503797,0.18917158878565668,0.697503170915074,0.27,0.24,0.27,0.22
318,0.11156220716085291,0.16495690861698037,0.5550674289941662,0.17,0.25,0.4,0.19
319,0.14290576307430497,0.18418633020677425,0.667290362625318,0.11,0.54,0.1,0.25
320,0.14318407474848405,0.17945623319014195,0.6864296244197045,0.27,0.23,0.36,0.14
321,0.15012095206207163,0.1858278835204186,0.700222967603105,0.21,0.21,0.33,0.25
322,0.10405855857472279,0.19635592938714416,0.4280927947380146,0.28,0.03,0.35,0.35
323,0.09466102347450889,0.17113279628927672,0.4362753668110733,0.69,0.05,0.11,0.14
324,0.11724924509026304,0.17940775244342125,0.5420570948902107,0.45,0.42,0.05,0.07
325,0.1040702139611967,0.16657144681833194,0.5047096340160047,0.49,0.16,0.18,0.17
326,0.13461448271127824,0.19287077444030518,0.594255314439836,0.22,0.59,0.08,0.12
327,0.12701628610006216,0.17135148227121313,0.6245425174127063,0.5,0.07,0.32,0.11
328,0.1389206647812335,0.17329066684331115,0.6862496806522256,0.34,0.13,0.2,0.33
329,0.11591065272061593,0.17147980769182558,0.5593116414789866,0.07,0.24,0.24,0.45
330,0.12570437785969948,0.1724937327657952,0.6128012662536585,0.38,0.32,0.19,0.1
331,0.11016405956701908,0.16500389256773176,0.5464359547154805,0.36,0.12,0.18,0.35
332,0.15523525958231696,0.185058827158869,0.7307690298189365,0.34,0.25,0.08,0.33
333,0.13275779208771551,0.17183445790105645,0.6562001211226347,0.03,0.12,0.35,0.49
334,0.12683084213560614,0.16636708325125998,0.6421392985189397,0.3,0.1,0.24,0.35
335,0.11633725844308938,0.18022060011400656,0.5345518680003671,0.26,0.14,0.18,0.41
336,0.14165452750943863,0.1761028795473473,0.6908150952564657,0.47,0.27,0.19,0.08
337,0.1332109442501701,0.17608188789108772,0.6429448571121334,0.1,0.27,0.29,0.34
338,0.13041970982074325,0.16940890234769687,0.6517940219818938,0.25,0.32,0.29,0.14
339,0.13435597640347655,0.170846434168195,0.6693495065334246,0.1,0.35,0.21,0.34
340,0.11111620564963881,0.16551856093810052,0.5504893537813793,0.15,0.29,0.26,0.29
341,0.13738837259092088,0.1807706130145178,0.6493775212318019,0.34,0.28,0.1,0.28
342,0.1106710178884035,0.16422376251424248,0.5521187463996872,0.31,0.22,0.32,0.15
343,0.14552488240006672,0.18359948080784327,0.6836886566767697,0.32,0.26,0.08,0.34
344,0.11769621220212134,0.16363119085301975,0.597051281560837,0.06,0.38,0.35,0.21
345,0.15925103128596357,0.2014948842921334,0.6910896610361243,0.21,0.34,0.13,0.32
346,0.14674847364029908,0.18116048602410872,0.6996474585712443,0.29,0.1,0.48,0.13
347,0.16733637401114085,0.19921492759544912,0.7395850089624841,0.22,0.13,0.34,0.31
348,0.15958849401198738,0.19155260374241795,0.7287214649386492,0.15,0.02,0.47,0.36
349,0.12271834572495434,0.17431166142073504,0.5892798272229398,0.05,0.18,0.41,0.36
350,0.14048845982109337,0.17735022529617944,0.6793814872232304,0.41,0.03,0.14,0.43
351,0.12023527722500821,0.17872340000477951,0.5608402549544584,0.26,0.14,0.3,0.3
352,0.13607193320762218,0.17515498312910416,0.6626813073429219,0.44,0.25,0.22,0.09
353,0.10590326910807293,0.16539599082422599,0.5193793917251981,0.29,0.14,0.27,0.3
354,0.13187276145815977,0.17119525010851713,0.6534805223114889,0.34,0.17,0.01,0.48
355,0.10895959222719392,0.16361142982463336,0.5437248016385231,0.05,0.37,0.21,0.37
356,0.13369877867114732,0.17432856603396385,0.652209682313315,0.22,0.48,0.1,0.2
357,0.13498317487088463,0.18080275047916153,0.6359592128225784,0.19,0.35,0.28,0.18
358,0.11417804507899684,0.16267963549152245,0.5789172369021237,0.36,0.17,0.3,0.17
359,0.15293076853026036,0.19886135105803832,0.6684595464277224,0.21,0.24,0.06,0.49
360,0.09892827627767947,0.1677871619637129,0.47040712384627603,0.36,0.07,0.45,0.11
361,0.14577211649132865,0.17699928686222963,0.7105797922746746,0.39,0.41,0.05,0.15
362,0.11667472116911318,0.1649369154803896,0.5861314969274264,0.1,0.02,0.24,0.64
363,0.1262318298544774,0.16839289863447704,0.6308569465572897,0.23,0.35,0.12,0.31
364,0.11980219499694825,0.1841119282356958,0.5420734873255132,0.17,0.38,0.21,0.24
365,0.14047538868727383,0.17793004404808807,0.6770941317516544,0.48,0.27,0.24,0.01
366,0.14672495088096443,0.18936445820052714,0.6692119106467661,0.25,0.18,0.31,0.26
367,0.16261373954819122,0.1939621422672717,0.7352658507538831,0.34,0.1,0.38,0.18
368,0.16885531777400575,0.21411620952497207,0.6952080746443673,0.03,0.15,0.42,0.4
369,0.12062749214394927,0.16515816386196963,0.6092795523450378,0.19,0.21,0.57,0.03
370,0.13861730872406808,0.18069352268337813,0.6564557874712329,0.18,0.38,0.16,0.28
371,0.1481669948698584,0.19186932438290003,0.6679910677857218,0.26,0.28,0.32,0.15
372,0.11957794720867038,0.16612064189644538,0.599431509966981,0.38,0.02,0.37,0.24
373,0.1013480667551869,0.16315001094918888,0.4986090180559153,0.28,0.29,0.16,0.27
374,0.1313116069668655,0.16942115383277168,0.6570112671805812,0.34,0.37,0.05,0.23
375,0.13649194430186257,0.17311769528336435,0.672906048750158,0.13,0.34,0.24,0.28
376,0.11559864395521519,0.16877913294987534,0.5664126973777406,0.24,0.16,0.26,0.34
377,0.12592737591265918,0.174477964529511,0.6071103373901564,0.4,0.11,0.12,0.36
378,0.115382512418822,0.168757917058818,0.5652031862041641,0.21,0.48,0.26,0.05
379,0.13828919973890658,0.17999193177005582,0.6571916784026962,0.33,0.01,0.04,0.62
380,0.1489746897401038,0.18021953112964106,0.7156532309881872,0.22,0.33,0.33,0.12
381,0.1359734364703102,0.17183550236909198,0.6749096366663885,0.03,0.1,0.27,0.6
382,0.1611366091284326,0.1930058170672565,0.7312557272781623,0.24,0.14,0.26,0.35
383,0.114390319618108,0.1864639651994701,0.5062121226325623,0.16,0.07,0.42,0.36
384,0.10509473408014608,0.16339739739015377,0.5207839013308166,0.55,0.2,0.18,0.08
385,0.1897883875451192,0.24106481179113212,0.704326717298875,0.25,0.36,0.02,0.38
386,0.13257535764254394,0.1732854425686357,0.6496527115828242,0.1,0.17,0.72,0.01
387,0.11092333914560891,0.173108104070568,0.5252402227716835,0.27,0.23,0.26,0.24
388,0.13734750528180195,0.1753701346980656,0.6691419008364161,0.44,0.0,0.04,0.52
389,0.15417717465615458,0.18696843569222246,0.7176461318691779,0.09,0.37,0.28,0.26
390,0.17124057784365596,0.2239047736780833,0.6754683044904638,0.16,0.14,0.39,0.31
391,0.15158803502865717,0.1948690238914068,0.6752639921980943,0.35,0.04,0.6,0.01
392,0.13542574312381547,0.1767644188408875,0.6529919532488868,0.12,0.39,0.45,0.03
393,0.14220578639822523,0.17927678710850228,0.6816598421315058,0.24,0.3,0.3,0.16
394,0.12725083366318973,0.17699760059941888,0.6059451275044112,0.19,0.26,0.33,0.22
395,0.13031529260085223,0.17271547480756924,0.6387111098398096,0.21,0.5,0.28,0.01
396,0.15072489965847846,0.19156242197224516,0.682414109785158,0.22,0.35,0.26,0.17
397,0.13588814315082642,0.18407450380472382,0.6295719437264752,0.25,0.21,0.42,0.12
398,0.15361434669054327,0.19984381241499796,0.6685938637573536,0.4,0.12,0.32,0.15
399,0.10664518457022173,0.16564990202000598,0.5230620936905677,0.05,0.48,0.46,0.01
400,0.11087614177627417,0.1770863578486275,0.5131741534486502,0.1,0.44,0.0,0.47
401,0.15415199798915966,0.1848204324400143,0.7258504712821744,0.48,0.26,0.15,0.11
402,0.12817533542117554,0.16891278645755461,0.6404212356555876,0.09,0.14,0.36,0.41
403,0.13270317217880687,0.19356799441566033,0.5822407393279722,0.2,0.32,0.22,0.26
404,0.1356790104150083,0.18261200179859163,0.6334688261212656,0.52,0.07,0.31,0.1
405,0.12333480843217329,0.17075151342191383,0.605176530276724,0.31,0.3,0.32,0.08
406,0.13129978556836414,0.18408613138316285,0.6046071191354505,0.35,0.14,0.16,0.36
407,0.13261195153569816,0.16886691499294296,0.666868057253277,0.47,0.0,0.25,0.28
408,0.17074338284077062,0.2009468377463321,0.7501654891980113,0.16,0.22,0.21,0.41
409,0.1329249259017431,0.17111877490863267,0.6599213088221227,0.0,0.05,0.45,0.5
410,0.13185241423013694,0.1805230437103984,0.6196018631813821,0.09,0.35,0.23,0.33
411,0.11087972688522278,0.18393569925098277,0.4940842221238203,0.35,0.26,0.31,0.07
412,0.11460782633278217,0.17687895885368185,0.5348732655705184,0.57,0.07,0.12,0.24
413,0.11918132658975605,0.1685039144578581,0.5885995403065889,0.48,0.11,0.12,0.3
414,0.09921965908567815,0.16420006388832473,0.48245815019631655,0.01,0.28,0.05,0.65
415,0.13300485476165524,0.17380264692684522,0.650190643006834,0.34,0.35,0.01,0.3
416,0.14537369695513452,0.1779438948214052,0.7045686904907125,0.14,0.4,0.27,0.19
417,0.10907283357264247,0.17364557458988739,0.512957694332337,0.13,0.19,0.31,0.37
418,0.12798383869013186,0.16646679222070704,0.6486809606264498,0.47,0.07,0.06,0.4
419,0.1298761576062046,0.17288824018312035,0.6355328592032957,0.09,0.31,0.18,0.41
420,0.13605624256549817,0.1724930182525982,0.6728170435022813,0.23,0.35,0.26,0.16
421,0.15311015972812866,0.2029350409595023,0.6559249654409961,0.14,0.29,0.26,0.31
422,0.14276049811195182,0.17395329698272327,0.7057095222756495,0.41,0.04,0.45,0.1
423,0.13763766476218503,0.1865062851985416,0.6307437019452516,0.17,0.04,0.26,0.52
424,0.13965118258387976,0.17534321287935284,0.6823827430731938,0.38,0.18,0.35,0.08
425,0.09641947508773101,0.16781135958333146,0.45538916601043783,0.01,0.18,0.2,0.61
426,0.15838761178111088,0.19118942080150583,0.7238246300499328,0.31,0.6,0.06,0.03
427,0.127242313238963,0.1685208464633621,0.6363741666956225,0.02,0.22,0.4,0.36
428,0.1514347719370659,0.18664802497220515,0.70418517397459,0.24,0.27,0.21,0.28
429,0.09265519132465419,0.17020101227365345,0.4268787262430458,0.16,0.22,0.38,0.25
430,0.12065129903795793,0.17784026632195876,0.5659646216214086,0.42,0.46,0.02,0.1
431,0.1531746556728882,0.19567899540208586,0.6805771636308627,0.46,0.11,0.17,0.27
432,0.12517623215261084,0.1671431060314789,0.6292585715907569,0.02,0.45,0.42,0.12
433,0.14848052525891073,0.19678843492164985,0.6528865647519606,0.24,0.27,0.19,0.3
434,0.10948058728304212,0.16209335844117068,0.5520311760060036,0.35,0.18,0.43,0.04
435,0.12255682869217505,0.1663230497325036,0.6166122426032749,0.16,0.37,0.04,0.43
436,0.18466692937363344,0.23263392776337377,0.7078371197047676,0.05,0.42,0.15,0.37
437,0.14090737303068096,0.17385277923238449,0.6954583847582168,0.17,0.12,0.67,0.05
438,0.1364110498413062,0.17376337958816102,0.6699400651461409,0.06,0.22,0.26,0.45
439,0.12693442603886157,0.178715012241929,0.59835167005502,0.24,0.19,0.27,0.3
440,0.12127175102646755,0.17403855302347718,0.5818926281971923,0.39,0.24,0.26,0.11
441,0.13918852482989746,0.1723255151433043,0.6916475759888568,0.33,0.38,0.23,0.06
442,0.1141475039524303,0.16716670268174869,0.5631953160652331,0.14,0.15,0.24,0.47
443,0.12866426772680556,0.17361643793590487,0.6258869783224205,0.35,0.27,0.13,0.25
444,0.13328497219415997,0.18646309975017067,0.6075463313971657,0.29,0.29,0.24,0.19
445,0.12796085779244257,0.17228238336510174,0.6266505935412522,0.47,0.03,0.28,0.22
446,0.1305464264723534,0.1682348476859598,0.6570958870465881,0.32,0.19,0.21,0.29
447,0.16693947609859838,0.2058727230183113,0.7137394111483574,0.2,0.25,0.23,0.31
448,0.17395104325548927,0.21266992484789643,0.7238966363748731,0.17,0.14,0.53,0.15
449,0.14894580252119746,0.1943000247903687,0.6636427486837316,0.01,0.23,0.55,0.21
450,0.1169692795084237,0.1681946695475221,0.5765300396813454,0.36,0.1,0.41,0.13
451,0.16208063895916766,0.19584561953909288,0.7254726416324407,0.36,0.21,0.14,0.29
452,0.1404405741447426,0.17717118249130104,0.6797977664943119,0.03,0.22,0.44,0.31
453,0.1439945214110425,0.17942811280800866,0.6910540353490697,0.06,0.35,0.29,0.3
454,0.1153970856096364,0.16628558588206183,0.5736942568028527,0.2,0.2,0.33,0.27
455,0.11607269936870003,0.165088819019865,0.5819455244703137,0.33,0.26,0.13,0.28
456,0.13407367544800677,0.1730544584536511,0.6591779054254123,0.09,0.47,0.11,0.33
457,0.15430318343409186,0.19081099171506266,0.7038545433202628,0.28,0.15,0.25,0.32
458,0.11831720605227633,0.16966148539670614,0.579490423665624,0.02,0.33,0.4,0.25
459,0.12102398047885499,0.16767457444606448,0.6025002944698162,0.19,0.52,0.18,0.12
460,0.11610847951187545,0.16308152352686844,0.5893278247185441,0.25,0.37,0.19,0.19
461,0.11310482553371788,0.16447879376093327,0.5660597539950587,0.23,0.22,0.08,0.47
462,0.1234286221758838,0.16743396766795776,0.6177278339422472,0.23,0.44,0.13,0.2
463,0.14094025637192378,0.18883372542801716,0.6404589863267081,0.16,0.39,0.17,0.29
464,0.14372818298603016,0.17727129703183236,0.6979594838966652,0.35,0.21,0.38,0.05
465,0.1364110498413062,0.17376337958816102,0.6699400651461409,0.12,0.24,0.32,0.31
466,0.12101737168925988,0.16535756782584687,0.6109026216184461,0.24,0.19,0.27,0.3
467,0.14545721092399533,0.1806802154249442,0.6943605343226477,0.18,0.32,0.13,0.38
468,0.13138505932119116,0.18111234089716527,0.615005353966658,0.27,0.05,0.32,0.36
469,0.13674521159305536,0.17798762422577852,0.6559175791063049,0.31,0.36,0.3,0.04
470,0.1492279570312966,0.1800216614351581,0.7178467080076536,0.31,0.16,0.28,0.26
471,0.14404927360395975,0.18038339093592484,0.6876978693011936,0.1,0.1,0.29,0.52
472,0.11222711156743004,0.16771397588715,0.5499071325426513,0.18,0.25,0.34,0.23
473,0.14586208739911916,0.17959658211025153,0.7008044692178741,0.29,0.47,0.17,0.06
474,0.1177676206378068,0.1649093191546427,0.5928568569622547,0.11,0.25,0.34,0.29
475,0.16830047377627055,0.21547276777740193,0.6882562251647274,0.29,0.16,0.1,0.45
476,0.11984484165669015,0.17524083502346097,0.5697578514923367,0.01,0.41,0.56,0.02
477,0.1378830930951213,0.1725800407885602,0.6830633053305861,0.4,0.28,0.21,0.11
478,0.14776239028306798,0.18088899363060967,0.7063027314086858,0.03,0.17,0.2,0.59
479,0.124736131557319,0.17312263993923485,0.6049822922875993,0.18,0.15,0.34,0.33
480,0.12631796333164264,0.18079012762632782,0.5880739436800969,0.3,0.35,0.24,0.11
481,0.1328249075407795,0.17258270780787485,0.6537439872966888,0.45,0.13,0.24,0.18
482,0.1495625229553878,0.18938496874446084,0.6841225246878379,0.05,0.4,0.23,0.32
483,0.13996827851522398,0.18349192028228795,0.653806872426111,0.01,0.42,0.37,0.21
484,0.1287678711967178,0.17837036867052483,0.6097866591150425,0.07,0.49,0.34,0.1
485,0.11224870853077107,0.16669445952459258,0.5533999677845414,0.42,0.05,0.21,0.33
486,0.10512499791308447,0.17334744443832648,0.4910657794171879,0.34,0.2,0.07,0.4
487,0.1481363214592832,0.186700095385302,0.6863216710995359,0.4,0.46,0.12,0.03
488,0.1946345631283671,0.2429576545929742,0.7187860099363058,0.32,0.03,0.36,0.29
489,0.12793183828952764,0.18360300645728908,0.5878544168318695,0.14,0.02,0.73,0.11
490,0.16253091388634647,0.20807146823354716,0.6850094109316539,0.45,0.17,0.27,0.11
491,0.1280313006274838,0.18141402516902735,0.5954958583099003,0.13,0.34,0.53,0.0
492,0.14971634747528123,0.18073228519400045,0.717726483323342,0.45,0.09,0.23,0.24
493,0.11100078078122524,0.18389352554017152,0.49485581677722595,0.08,0.16,0.32,0.44
494,0.15397920141952437,0.18632204512020584,0.7190732655016081,0.55,0.18,0.14,0.14
495,0.10219882470385683,0.17562921941482965,0.468024768189092,0.18,0.1,0.37,0.36
496,0.10541144000051031,0.17153142187839118,0.49793465864851016,0.51,0.18,0.05,0.26
497,0.11810673727149083,0.16361681446567156,0.5996128062502684,0.4,0.44,0.14,0.01
498,0.12146932009075569,0.17819310390770873,0.5694346069829365,0.24,0.21,0.1,0.45
499,0.13439104867297916,0.17199110009153457,0.6650986511052004,0.47,0.07,0.18,0.28
