,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,AAPL,BVB.DE,GOOG,MCD,NFLX,AAPL,BVB.DE,GOOG,MCD,NFLX,AAPL,BVB.DE,GOOG,MCD,NFLX,AAPL,BVB.DE,GOOG,MCD,NFLX,AAPL,BVB.DE,GOOG,MCD,NFLX,AAPL,BVB.DE,GOOG,MCD,NFLX
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,40.81883239746094,5.4000020027160645,54.54399871826172,141.03746032714844,316.4800109863281,42.817501068115234,5.474999904632568,54.54399871826172,158.66000366210938,316.4800109863281,43.772499084472656,5.59499979019165,55.314998626708984,160.41000366210938,319.3999938964844,42.814998626708984,5.46999979019165,54.25749969482422,158.2899932861328,314.510009765625,43.7599983215332,5.59499979019165,54.637001037597656,160.0,316.3500061035156,148219600.0,104351.0,37578000.0,3871900.0,5263900.0
2018-03-22,40.24205780029297,5.148495197296143,52.45399856567383,139.5973358154297,306.70001220703125,42.212501525878906,5.21999979019165,52.45399856567383,157.0399932861328,306.70001220703125,43.16999816894531,5.485000133514404,54.14500045776367,159.1199951171875,314.1199951171875,42.150001525878906,5.195000171661377,52.295501708984375,156.85000610351562,305.6600036621094,42.5,5.480000019073486,54.09400177001953,157.85000610351562,313.07000732421875,165963200.0,614835.0,53340000.0,3669400.0,8063300.0
2018-03-23,39.31019592285156,5.044933319091797,51.07849884033203,137.7661895751953,300.94000244140625,41.23500061035156,5.114999771118164,51.07849884033203,154.97999572753906,300.94000244140625,42.47999954223633,5.159999847412109,53.167999267578125,157.77999877929688,309.3699951171875,41.23500061035156,5.050000190734863,51.06100082397461,154.9199981689453,300.3599853515625,42.09749984741211,5.099999904632568,52.35150146484375,157.58999633789062,307.4100036621094,164115200.0,703217.0,43134000.0,3447400.0,9529900.0
2018-03-26,41.176326751708984,5.040002346038818,52.660499572753906,140.45962524414062,320.3500061035156,43.192501068115234,5.110000133514404,52.660499572753906,158.00999450683594,320.3500061035156,43.275001525878906,5.184999942779541,52.78150177001953,158.1999969482422,321.0299987792969,41.61000061035156,5.079999923706055,50.41999816894531,156.2100067138672,302.0,42.01750183105469,5.119999885559082,52.29999923706055,156.2100067138672,309.3599853515625,150164800.0,252274.0,53302000.0,3477000.0,11988300.0
2018-03-27,40.120513916015625,5.0942487716674805,50.255001068115234,139.98851013183594,300.69000244140625,42.084999084472656,5.164999961853027,50.255001068115234,157.47999572753906,300.69000244140625,43.787498474121094,5.195000171661377,53.24195098876953,159.77000427246094,322.8999938964844,41.72999954223633,5.079999923706055,49.84600067138672,156.47000122070312,297.0,43.41999816894531,5.184999942779541,53.150001525878906,158.5,322.489990234375,163690400.0,175696.0,61906000.0,3519100.0,12068600.0
2018-03-28,39.677223205566406,4.990687370300293,50.22800064086914,140.81520080566406,285.7699890136719,41.619998931884766,5.059999942779541,50.22800064086914,158.41000366210938,285.7699890136719,42.505001068115234,5.139999866485596,51.21149826049805,159.75999450683594,298.79998779296875,41.29750061035156,5.0,49.03200149536133,157.82000732421875,281.6099853515625,41.8125,5.114999771118164,49.900001525878906,157.83999633789062,298.3900146484375,166674000.0,177044.0,67386000.0,3913200.0,18972900.0
2018-03-29,39.98705291748047,5.044933319091797,51.589500427246094,139.0106964111328,295.3500061035156,41.94499969482422,5.114999771118164,51.589500427246094,156.3800048828125,295.3500061035156,42.9375,5.164999961853027,52.150001525878906,159.8300018310547,295.3500061035156,41.724998474121094,5.005000114440918,50.14500045776367,156.3800048828125,275.8999938964844,41.95249938964844,5.005000114440918,50.58150100708008,159.0,287.0,153594000.0,297714.0,54536000.0,5289500.0,19145500.0
2018-04-02,39.724884033203125,,50.32350158691406,140.2018280029297,280.2900085449219,41.66999816894531,,50.32350158691406,157.72000122070312,280.2900085449219,42.23500061035156,,51.7400016784668,160.16000366210938,292.8699951171875,41.11750030517578,,49.51850128173828,155.25,275.04998779296875,41.65999984741211,,51.14099884033203,158.27000427246094,291.94000244140625,150347200.0,,53608000.0,6960100.0,13405800.0
2018-04-03,40.13243865966797,5.005481243133545,50.670501708984375,142.5841827392578,283.6700134277344,42.09749984741211,5.074999809265137,50.670501708984375,160.39999389648438,283.6700134277344,42.1875,5.184999942779541,51.04949951171875,160.52999877929688,291.25,41.220001220703125,4.935999870300293,49.70349884033203,157.3000030517578,278.010009765625,41.90999984741211,5.050000190734863,50.695499420166016,157.97999572753906,285.45001220703125,121112000.0,482267.0,45502000.0,4719400.0,12694900.0
2018-04-04,40.89984893798828,4.923618316650391,51.25699996948242,143.7664337158203,288.94000244140625,42.90250015258789,4.992000102996826,51.25699996948242,161.72999572753906,288.94000244140625,43.002498626708984,5.099999904632568,51.4359016418457,162.14999389648438,290.30999755859375,41.192501068115234,4.9039998054504395,49.650001525878906,157.8800048828125,271.2200012207031,41.220001220703125,5.079999923706055,49.670501708984375,158.5,273.6300048828125,138422000.0,197132.0,49694000.0,4888000.0,12914000.0
2018-04-05,41.1834831237793,4.9610981941223145,51.390499114990234,145.7398681640625,293.9700012207031,43.20000076293945,5.03000020980835,51.390499114990234,163.9499969482422,293.9700012207031,43.557498931884766,5.110000133514404,52.13949966430664,164.55999755859375,299.1600036621094,43.02000045776367,5.0,51.00654983520508,161.75,289.1099853515625,43.14500045776367,5.090000152587891,52.06650161743164,162.39999389648438,293.1499938964844,107732800.0,124496.0,27260000.0,4503900.0,10655200.0
2018-04-06,40.13005065917969,4.909810543060303,50.35200119018555,143.3397674560547,288.8500061035156,42.095001220703125,4.978000164031982,50.35200119018555,161.25,288.8500061035156,43.119998931884766,5.070000171661377,51.57099914550781,163.77999877929688,298.8500061035156,42.04999923706055,4.958000183105469,50.1515007019043,160.91000366210938,285.6499938964844,42.74250030517578,5.070000171661377,51.0,162.4199981689453,289.1000061035156,140021200.0,159961.0,34928000.0,4321900.0,11444800.0
2018-04-09,40.52806854248047,5.128769397735596,50.772499084472656,143.32199096679688,289.92999267578125,42.51250076293945,5.199999809265137,50.772499084472656,161.22999572753906,289.92999267578125,43.272499084472656,5.199999809265137,51.97999954223633,163.57000732421875,299.54998779296875,42.462501525878906,5.085000038146973,50.70399856567383,161.05999755859375,289.1199951171875,42.470001220703125,5.195000171661377,50.84000015258789,162.22000122070312,291.7699890136719,116070800.0,240561.0,35032000.0,3581500.0,9853600.0
2018-04-10,41.290714263916016,5.173152923583984,51.582000732421875,144.69097900390625,298.07000732421875,43.3125,5.244999885559082,51.582000732421875,162.77000427246094,298.07000732421875,43.5,5.255000114440918,51.81399917602539,163.9600067138672,298.95001220703125,42.88249969482422,5.125,50.56700134277344,162.0500030517578,291.69000244140625,43.25,5.239999771118164,51.321998596191406,162.8300018310547,297.67999267578125,113634400.0,187303.0,39490000.0,3902600.0,10660500.0
2018-04-11,41.09767150878906,5.109043121337891,50.99850082397461,145.1976318359375,303.6700134277344,43.11000061035156,5.179999828338623,50.99850082397461,163.33999633789062,303.6700134277344,43.47999954223633,5.28000020980835,51.568199157714844,164.05999755859375,311.6400146484375,42.92499923706055,5.130000114440918,50.79349899291992,162.27999877929688,301.82000732421875,43.057498931884766,5.275000095367432,51.39950180053711,162.5,302.8800048828125,89726400.0,153323.0,29678000.0,2711100.0,14877400.0
2018-04-12,41.50283432006836,5.084385871887207,51.6254997253418,143.6686553955078,309.25,43.53499984741211,5.15500020980835,51.6254997253418,161.6199951171875,309.25,43.75,5.215000152587891,52.03450012207031,165.39999389648438,311.1300048828125,43.2599983215332,5.110000133514404,51.07175064086914,161.5399932861328,306.75,43.352500915527344,5.204999923706055,51.25199890136719,163.58999633789062,309.7200012207031,91557200.0,129499.0,27140000.0,5178900.0,10249400.0
2018-04-13,41.6434440612793,5.084385871887207,51.4635009765625,143.7664337158203,311.6499938964844,43.682498931884766,5.15500020980835,51.4635009765625,161.72999572753906,311.6499938964844,43.959999084472656,5.260000228881836,52.32099914550781,163.16000366210938,317.489990234375,43.462501525878906,5.150000095367432,51.14899826049805,161.25999450683594,308.2300109863281,43.69499969482422,5.204999923706055,52.04399871826172,162.16000366210938,317.2900085449219,100497200.0,106389.0,24460000.0,2452800.0,12046600.0
2018-04-16,41.903228759765625,5.0893168449401855,51.89899826049805,143.67758178710938,307.7799987792969,43.95500183105469,5.159999847412109,51.89899826049805,161.6300048828125,307.7799987792969,44.04750061035156,5.179999828338623,52.1619987487793,162.44000244140625,316.1000061035156,43.70750045776367,5.059999942779541,51.33700180053711,160.86000061035156,304.0,43.75749969482422,5.150000095367432,51.849998474121094,161.3000030517578,315.989990234375,86313600.0,147520.0,24224000.0,3115200.0,20307900.0
2018-04-17,42.47999572753906,5.07945442199707,53.70800018310547,144.49537658691406,336.05999755859375,44.560001373291016,5.150000095367432,53.70800018310547,162.5500030517578,336.05999755859375,44.73500061035156,5.199999809265137,53.89400100708008,163.47999572753906,338.6199951171875,44.102500915527344,5.130000114440918,52.41299819946289,162.05999755859375,323.7699890136719,44.122501373291016,5.179999828338623,52.56850051879883,162.38999938964844,329.6600036621094,106421600.0,115141.0,46406000.0,2861900.0,33866500.0
2018-04-18,42.38465881347656,5.187947750091553,53.604000091552734,143.83755493164062,334.5199890136719,44.459999084472656,5.260000228881836,53.604000091552734,161.80999755859375,334.5199890136719,44.70500183105469,5.295000076293945,53.871498107910156,163.30999755859375,338.82000732421875,44.220001220703125,5.159999847412109,53.311248779296875,161.74000549316406,331.1000061035156,44.45249938964844,5.159999847412109,53.871498107910156,162.58999633789062,336.29998779296875,83018000.0,133794.0,26882000.0,2503100.0,11221100.0
2018-04-19,41.1834831237793,5.148495197296143,54.3849983215332,141.81080627441406,332.70001220703125,43.20000076293945,5.21999979019165,54.3849983215332,159.52999877929688,332.70001220703125,43.84749984741211,5.364999771118164,54.708248138427734,162.10000610351562,335.30999755859375,43.165000915527344,5.21999979019165,53.409000396728516,158.77999877929688,326.7699890136719,43.439998626708984,5.269999980926514,53.470001220703125,161.61000061035156,332.8800048828125,139235200.0,64256.0,34954000.0,3276600.0,8438800.0
2018-04-20,39.496089935302734,5.118906021118164,53.64799880981445,141.13523864746094,327.7699890136719,41.43000030517578,5.190000057220459,53.64799880981445,158.77000427246094,327.7699890136719,42.80500030517578,5.275000095367432,54.61750030517578,160.72999572753906,336.510009765625,41.35749816894531,5.170000076293945,53.47850036621094,158.50999450683594,326.0,42.650001525878906,5.21999979019165,54.099998474121094,159.3300018310547,332.2200012207031,261964400.0,65426.0,37794000.0,3961200.0,9158700.0
2018-04-23,39.38169860839844,5.616988658905029,53.372501373291016,141.33078002929688,318.69000244140625,41.310001373291016,5.695000171661377,53.372501373291016,158.99000549316406,318.69000244140625,41.72999954223633,5.695000171661377,54.13600158691406,159.69000244140625,331.2200012207031,41.022499084472656,5.360000133514404,53.03499984741211,158.14999389648438,317.0799865722656,41.70750045776367,5.394999980926514,53.893001556396484,158.97000122070312,329.1499938964844,146062000.0,343620.0,46826000.0,3051900.0,8968000.0
2018-04-24,38.83353042602539,5.414796829223633,50.999000549316406,139.8463134765625,307.0199890136719,40.73500061035156,5.489999771118164,50.999000549316406,157.32000732421875,307.0199890136719,41.58250045776367,5.695000171661377,52.849998474121094,159.8300018310547,320.25,40.30500030517578,5.420000076293945,50.52949905395508,156.75999450683594,302.30999755859375,41.41749954223633,5.695000171661377,52.599998474121094,159.75,319.2200012207031,134768000.0,308489.0,95206000.0,2904400.0,13893200.0
2018-04-25,39.00274658203125,5.395070552825928,51.058998107910156,138.6195831298828,305.760009765625,40.912498474121094,5.46999979019165,51.058998107910156,155.94000244140625,305.760009765625,41.35499954223633,5.525000095367432,51.6245002746582,157.33999633789062,309.9800109863281,40.602500915527344,5.40500020980835,50.765499114990234,155.00999450683594,292.6199951171875,40.654998779296875,5.474999904632568,51.2760009765625,157.08999633789062,306.3699951171875,113528400.0,112110.0,47822000.0,3710200.0,14919700.0
2018-04-26,39.13859939575195,5.4197282791137695,52.00199890136719,141.2507781982422,313.9800109863281,41.05500030517578,5.494999885559082,52.00199890136719,158.89999389648438,313.9800109863281,41.432498931884766,5.494999885559082,52.39899826049805,159.4600067138672,316.6300048828125,40.842498779296875,5.375,50.90950012207031,155.64999389648438,305.5799865722656,41.029998779296875,5.485000133514404,51.47549819946289,156.4600067138672,310.0,111852000.0,140614.0,41590000.0,3680600.0,9266700.0
2018-04-27,38.68577194213867,5.335892200469971,51.502498626708984,140.7174530029297,311.760009765625,40.58000183105469,5.409999847412109,51.502498626708984,158.3000030517578,311.760009765625,41.08250045776367,5.510000228881836,52.474998474121094,159.85000610351562,317.45001220703125,40.157501220703125,5.385000228881836,51.27949905395508,158.2100067138672,306.5,41.0,5.510000228881836,52.29999923706055,159.47999572753906,316.25,142623200.0,320451.0,32396000.0,4141500.0,7074400.0
2018-04-30,39.386470794677734,5.404933452606201,50.86650085449219,148.8422088623047,312.4599914550781,41.314998626708984,5.480000019073486,50.86650085449219,167.44000244140625,312.4599914550781,41.814998626708984,5.550000190734863,51.849998474121094,167.9499969482422,317.8800048828125,40.459999084472656,5.380000114440918,50.842498779296875,163.75,310.1199951171875,40.532501220703125,5.5,51.5004997253418,164.69000244140625,311.07000732421875,169709600.0,346471.0,33426000.0,12954700.0,6088800.0
2018-05-01,40.301658630371094,,51.865501403808594,145.28652954101562,313.29998779296875,42.275001525878906,,51.865501403808594,163.44000244140625,313.29998779296875,42.29999923706055,,51.923500061035156,166.5,313.4800109863281,41.317501068115234,,50.410499572753906,162.10000610351562,306.69000244140625,41.602500915527344,,50.68299865722656,166.3800048828125,310.3599853515625,214277600.0,,28558000.0,6560100.0,6036600.0
2018-05-02,42.08197784423828,5.449317455291748,51.21900177001953,142.83309936523438,313.3599853515625,44.14250183105469,5.525000095367432,51.21900177001953,160.67999267578125,313.3599853515625,44.4375,5.550000190734863,52.01945114135742,163.1999969482422,317.1000061035156,43.45000076293945,5.429999828338623,51.14350128173828,160.44000244140625,310.3999938964844,43.807498931884766,5.454999923706055,51.404998779296875,162.14999389648438,311.6499938964844,266157600.0,220251.0,32062000.0,4318400.0,5697100.0
2018-05-03,42.158241271972656,5.631783485412598,51.18600082397461,142.2997283935547,311.69000244140625,44.22249984741211,5.710000038146973,51.18600082397461,160.0800018310547,311.69000244140625,44.375,5.735000133514404,51.48374938964844,160.83999633789062,312.5899963378906,43.61000061035156,5.494999885559082,50.31449890136719,159.0800018310547,305.7300109863281,43.970001220703125,5.53000020980835,50.95000076293945,160.60000610351562,312.5899963378906,136272800.0,173478.0,36302000.0,3450100.0,6135800.0
2018-05-04,43.812252044677734,5.666303634643555,52.410499572753906,146.6999053955078,320.0899963378906,45.95750045776367,5.744999885559082,52.410499572753906,165.02999877929688,320.0899963378906,46.0625,5.769999980926514,52.425498962402344,165.4499969482422,320.9800109863281,44.54249954223633,5.690000057220459,50.845001220703125,159.89999389648438,307.6700134277344,44.5625,5.755000114440918,50.845001220703125,159.9499969482422,308.7099914550781,224805200.0,112715.0,38774000.0,4283600.0,8209500.0
2018-05-07,44.12923049926758,5.444386005401611,52.739498138427734,146.67323303222656,326.260009765625,46.290000915527344,5.519999980926514,52.739498138427734,165.0,326.260009765625,46.91749954223633,5.664999961853027,53.08399963378906,167.3000030517578,329.0199890136719,46.1875,5.494999885559082,52.35499954223633,164.64999389648438,319.3399963378906,46.29499816894531,5.605000019073486,52.46149826049805,166.77000427246094,321.989990234375,169805600.0,279669.0,29322000.0,3379000.0,7117800.0
2018-05-08,44.34134292602539,5.439454078674316,52.695499420166016,146.4688262939453,326.8900146484375,46.51250076293945,5.514999866485596,52.695499420166016,164.77000427246094,326.8900146484375,46.55500030517578,5.585000038146973,53.02750015258789,165.58999633789062,327.3500061035156,45.91749954223633,5.514999866485596,52.35725021362305,163.75,323.04998779296875,46.247501373291016,5.565000057220459,52.926998138427734,164.44000244140625,325.8999938964844,113611200.0,106786.0,24354000.0,2808100.0,4735700.0
2018-05-09,44.65355682373047,5.483838081359863,54.13800048828125,145.99766540527344,330.29998779296875,46.84000015258789,5.559999942779541,54.13800048828125,164.24000549316406,330.29998779296875,46.849998474121094,5.599999904632568,54.27199935913086,165.2100067138672,331.95001220703125,46.30500030517578,5.525000095367432,52.8182487487793,163.0500030517578,327.510009765625,46.63750076293945,5.559999942779541,52.904998779296875,165.0,328.7900085449219,92844800.0,169204.0,40656000.0,2762500.0,5633400.0
2018-05-10,45.29228973388672,5.469043254852295,54.878501892089844,146.73548889160156,329.6000061035156,47.5099983215332,5.545000076293945,54.878501892089844,165.07000732421875,329.6000061035156,47.592498779296875,5.690000057220459,55.02199935913086,165.63999938964844,332.05999755859375,46.912498474121094,5.525000095367432,54.28200149536133,164.30999755859375,327.3399963378906,46.935001373291016,5.590000152587891,54.30149841308594,164.4499969482422,331.5,111957200.0,163652.0,28860000.0,1675100.0,5302300.0
2018-05-11,45.120033264160156,5.572605133056641,54.91299819946289,147.01991271972656,326.4599914550781,47.147499084472656,5.650000095367432,54.91299819946289,165.38999938964844,326.4599914550781,47.51499938964844,5.650000095367432,55.06650161743164,165.97999572753906,331.260009765625,46.86249923706055,5.559999942779541,54.545501708984375,164.85000610351562,324.8699951171875,47.372501373291016,5.605000019073486,54.68000030517578,165.0,329.6499938964844,104848800.0,164156.0,25074000.0,2258500.0,4589700.0
2018-05-14,45.01475524902344,5.779728412628174,55.0099983215332,146.42431640625,328.5299987792969,47.037498474121094,5.860000133514404,55.0099983215332,164.72000122070312,328.5299987792969,47.38249969482422,6.0,55.537498474121094,165.97999572753906,330.5,46.96500015258789,5.769999980926514,54.955501556396484,164.32000732421875,327.0400085449219,47.252498626708984,5.800000190734863,55.0,165.64999389648438,327.25,83115200.0,461369.0,30362000.0,2537300.0,4089800.0
2018-05-15,44.60563659667969,5.71561861038208,53.96149826049805,144.94873046875,326.1300048828125,46.61000061035156,5.795000076293945,53.96149826049805,163.05999755859375,326.1300048828125,46.76750183105469,5.880000114440918,54.502498626708984,164.64999389648438,326.94000244140625,46.275001525878906,5.724999904632568,53.673500061035156,162.3300018310547,322.42999267578125,46.69499969482422,5.855000019073486,54.5,164.27000427246094,325.94000244140625,94780800.0,211500.0,29898000.0,3471300.0,4746100.0
2018-05-16,45.021934509277344,5.750139236450195,54.0885009765625,144.7798309326172,328.19000244140625,47.04499816894531,5.829999923706055,54.0885009765625,162.8699951171875,328.19000244140625,47.1150016784668,5.869999885559082,54.4635009765625,163.94000244140625,329.7200012207031,46.5,5.795000076293945,53.8129997253418,161.74000549316406,325.1400146484375,46.51750183105469,5.800000190734863,53.865501403808594,163.24000549316406,326.2799987792969,76732400.0,92675.0,21946000.0,2522000.0,3671700.0
2018-05-17,44.73723602294922,5.96712589263916,53.929500579833984,143.3931121826172,325.2200012207031,46.747501373291016,6.050000190734863,53.929500579833984,161.30999755859375,325.2200012207031,47.227500915527344,6.179999828338623,54.34349822998047,163.22999572753906,330.45001220703125,46.59000015258789,5.809999942779541,53.67499923706055,160.72999572753906,323.1700134277344,47.0,5.875,53.99449920654297,162.6300048828125,327.5299987792969,69176000.0,658450.0,20876000.0,2975500.0,4935700.0
2018-05-18,44.57453155517578,5.89808464050293,53.31800079345703,143.09974670410156,324.17999267578125,46.57749938964844,5.980000019073486,53.31800079345703,160.97999572753906,324.17999267578125,46.95249938964844,6.090000152587891,53.49700164794922,162.83999633789062,326.4200134277344,46.532501220703125,5.940000057220459,53.034000396728516,160.5500030517578,322.79998779296875,46.79750061035156,6.019999980926514,53.09299850463867,161.67999267578125,324.8999938964844,73190800.0,128020.0,31304000.0,2318000.0,3577700.0
2018-05-21,44.89033889770508,5.89808464050293,53.979000091552734,143.54421997070312,331.82000732421875,46.907501220703125,5.980000019073486,53.979000091552734,161.47999572753906,331.82000732421875,47.317501068115234,5.980000019073486,54.400001525878906,161.97000122070312,331.8800048828125,46.727500915527344,5.980000019073486,53.682498931884766,160.61000061035156,325.45001220703125,47.0,5.980000019073486,53.702999114990234,161.77999877929688,327.1099853515625,73603200.0,0.0,20464000.0,2424000.0,6657300.0
2018-05-22,44.77790069580078,5.917810916900635,53.48649978637695,141.73965454101562,331.6199951171875,46.790000915527344,6.0,53.48649978637695,159.4499969482422,331.6199951171875,47.220001220703125,6.045000076293945,54.329498291015625,162.08999633789062,336.6300048828125,46.69499969482422,5.900000095367432,53.33449935913086,159.16000366210938,331.1499938964844,47.095001220703125,6.034999847412109,54.178001403808594,162.05999755859375,334.04998779296875,60962800.0,136063.0,21800000.0,3224000.0,5964400.0
2018-05-23,45.06499481201172,5.878358840942383,53.984500885009766,143.6686553955078,344.7200012207031,47.09000015258789,5.960000038146973,53.984500885009766,161.6199951171875,344.7200012207031,47.125,5.994999885559082,54.03900146484375,161.64999389648438,345.0,46.439998626708984,5.934999942779541,53.08549880981445,159.16000366210938,328.0899963378906,46.587501525878906,5.994999885559082,53.256500244140625,159.6999969482422,329.0400085449219,80233600.0,52149.0,21214000.0,3835100.0,10049100.0
2018-05-24,45.01475524902344,5.725481986999512,53.96200180053711,144.35313415527344,349.2900085449219,47.037498474121094,5.804999828338623,53.96200180053711,162.38999938964844,349.2900085449219,47.209999084472656,5.965000152587891,54.02349853515625,162.60000610351562,354.0,46.5525016784668,5.764999866485596,53.307498931884766,160.44000244140625,341.1199951171875,47.192501068115234,5.954999923706055,53.95000076293945,161.11000061035156,344.3399963378906,92936000.0,96348.0,15336000.0,3378000.0,14758600.0
2018-05-25,45.11763000488281,5.789591312408447,53.78300094604492,145.08209228515625,351.2900085449219,47.14500045776367,5.869999885559082,53.78300094604492,163.2100067138672,351.2900085449219,47.412498474121094,5.894999980926514,54.12799835205078,163.9499969482422,354.3599853515625,46.912498474121094,5.78000020980835,53.688751220703125,162.10000610351562,348.8299865722656,47.057498931884766,5.824999809265137,53.95100021362305,162.44000244140625,349.8999938964844,69844000.0,90060.0,17988000.0,2582100.0,7817400.0
2018-05-28,,5.789591312408447,,,,,5.869999885559082,,,,,5.925000190734863,,,,,5.835000038146973,,,,,5.925000190734863,,,,,37658.0,,,
2018-05-29,44.954933166503906,5.764934062957764,53.01599884033203,142.77972412109375,349.7300109863281,46.974998474121094,5.84499979019165,53.01599884033203,160.6199951171875,349.7300109863281,47.1875,5.885000228881836,53.66849899291992,162.72000122070312,356.1000061035156,46.717498779296875,5.710000038146973,52.76100158691406,160.2100067138672,346.7099914550781,46.900001525878906,5.849999904632568,53.24449920654297,162.42999267578125,351.5,90056400.0,128325.0,37302000.0,3197100.0,9717900.0
2018-05-30,44.85923767089844,5.7846598625183105,53.38999938964844,143.8464813232422,353.5400085449219,46.875,5.864999771118164,53.38999938964844,161.82000732421875,353.5400085449219,47.0,5.900000095367432,53.46049880981445,162.10000610351562,354.0,46.69499969482422,5.800000190734863,52.84149932861328,160.82000732421875,349.260009765625,46.93000030517578,5.829999923706055,53.1515007019043,161.41000366210938,352.3699951171875,74762000.0,54111.0,22770000.0,2396500.0,5685500.0
2018-05-31,44.70851516723633,5.814249038696289,54.2495002746582,142.2375030517578,351.6000061035156,46.717498779296875,5.894999980926514,54.2495002746582,160.00999450683594,351.6000061035156,47.057498931884766,6.0,54.859500885009766,161.6300048828125,355.5299987792969,46.53499984741211,5.835000038146973,53.37799835205078,159.94000244140625,350.2099914550781,46.80500030517578,5.885000228881836,53.37799835205078,161.17999267578125,353.79998779296875,109931200.0,147730.0,61766000.0,4881100.0,6921700.0
